date,hour,p104
2016-01-03,19,204
2016-01-03,20,315
2016-01-03,21,359
2016-01-03,22,401
2016-01-03,23,433
2016-01-04,00,438
2016-01-04,01,441
2016-01-04,02,442
2016-01-04,03,442
2016-01-04,04,442
2016-01-04,05,441
2016-01-04,06,440
2016-01-04,07,424
2016-01-04,08,379
2016-01-04,09,346
2016-01-04,10,315
2016-01-04,11,312
2016-01-04,12,345
2016-01-04,13,368
2016-01-04,14,334
2016-01-04,15,230
2016-01-04,16,156
2016-01-04,17,140
2016-01-04,18,190
2016-01-04,19,320
2016-01-04,20,390
2016-01-04,21,414
2016-01-04,22,426
2016-01-04,23,443
2016-01-05,00,456
2016-01-05,01,458
2016-01-05,02,459
2016-01-05,03,460
2016-01-05,04,460
2016-01-05,05,460
2016-01-05,06,459
2016-01-05,07,444
2016-01-05,08,400
2016-01-05,09,341
2016-01-05,10,222
2016-01-05,11,140
2016-01-05,12,209
2016-01-05,13,306
2016-01-05,14,299
2016-01-05,15,153
2016-01-05,16,24
2016-01-05,17,49
2016-01-05,18,101
2016-01-05,19,242
2016-01-05,20,315
2016-01-05,21,312
2016-01-05,22,335
2016-01-05,23,387
2016-01-06,00,429
2016-01-06,01,451
2016-01-06,02,454
2016-01-06,03,455
2016-01-06,04,456
2016-01-06,05,455
2016-01-06,06,455
2016-01-06,07,455
2016-01-06,08,449
2016-01-06,09,431
2016-01-06,10,360
2016-01-06,11,251
2016-01-06,12,247
2016-01-06,13,268
2016-01-06,14,175
2016-01-06,15,3
2016-01-06,16,0
2016-01-06,17,26
2016-01-06,18,102
2016-01-06,19,219
2016-01-06,20,360
2016-01-06,21,402
2016-01-06,22,432
2016-01-06,23,445
2016-01-07,00,452
2016-01-07,01,454
2016-01-07,02,455
2016-01-07,03,455
2016-01-07,04,455
2016-01-07,05,454
2016-01-07,06,452
2016-01-07,07,432
2016-01-07,08,361
2016-01-07,09,247
2016-01-07,10,172
2016-01-07,11,192
2016-01-07,12,251
2016-01-07,13,302
2016-01-07,14,290
2016-01-07,15,272
2016-01-07,16,286
2016-01-07,17,315
2016-01-07,18,344
2016-01-07,19,380
2016-01-07,20,419
2016-01-07,21,424
2016-01-07,22,437
2016-01-07,23,448
2016-01-08,00,450
2016-01-08,01,452
2016-01-08,02,452
2016-01-08,03,453
2016-01-08,04,453
2016-01-08,05,452
2016-01-08,06,451
2016-01-08,07,433
2016-01-08,08,369
2016-01-08,09,269
2016-01-08,10,172
2016-01-08,11,137
2016-01-08,12,224
2016-01-08,13,305
2016-01-08,14,304
2016-01-08,15,273
2016-01-08,16,262
2016-01-08,17,293
2016-01-08,18,340
2016-01-08,19,389
2016-01-08,20,405
2016-01-08,21,400
2016-01-08,22,404
2016-01-08,23,419
2016-01-09,00,440
2016-01-09,01,450
2016-01-09,02,452
2016-01-09,03,453
2016-01-09,04,453
2016-01-09,05,453
2016-01-09,06,452
2016-01-09,07,450
2016-01-09,08,439
2016-01-09,09,402
2016-01-09,10,299
2016-01-09,11,221
2016-01-09,12,270
2016-01-09,13,330
2016-01-09,14,332
2016-01-09,15,247
2016-01-09,16,241
2016-01-09,17,256
2016-01-09,18,283
2016-01-09,19,342
2016-01-09,20,347
2016-01-09,21,333
2016-01-09,22,343
2016-01-09,23,376
2016-01-10,00,415
2016-01-10,01,444
2016-01-10,02,451
2016-01-10,03,452
2016-01-10,04,452
2016-01-10,05,453
2016-01-10,06,451
2016-01-10,07,451
2016-01-10,08,446
2016-01-10,09,437
2016-01-10,10,400
2016-01-10,11,355
2016-01-10,12,359
2016-01-10,13,375
2016-01-10,14,357
2016-01-10,15,278
2016-01-10,16,233
2016-01-10,17,258
2016-01-10,18,329
2016-01-10,19,388
2016-01-10,20,418
2016-01-10,21,433
2016-01-10,22,445
2016-01-10,23,447
2016-01-11,00,449
2016-01-11,01,449
2016-01-11,02,450
2016-01-11,03,450
2016-01-11,04,450
2016-01-11,05,449
2016-01-11,06,448
2016-01-11,07,412
2016-01-11,08,326
2016-01-11,09,231
2016-01-11,10,174
2016-01-11,11,193
2016-01-11,12,276
2016-01-11,13,330
2016-01-11,14,319
2016-01-11,15,284
2016-01-11,16,307
2016-01-11,17,353
2016-01-11,18,373
2016-01-11,19,399
2016-01-11,20,433
2016-01-11,21,440
2016-01-11,22,442
2016-01-11,23,444
2016-01-12,00,451
2016-01-12,01,450
2016-01-12,02,446
2016-01-12,03,447
2016-01-12,04,447
2016-01-12,05,446
2016-01-12,06,444
2016-01-12,07,413
2016-01-12,08,341
2016-01-12,09,245
2016-01-12,10,172
2016-01-12,11,132
2016-01-12,12,238
2016-01-12,13,303
2016-01-12,14,285
2016-01-12,15,239
2016-01-12,16,277
2016-01-12,17,336
2016-01-12,18,368
2016-01-12,19,400
2016-01-12,20,430
2016-01-12,21,435
2016-01-12,22,439
2016-01-12,23,443
2016-01-13,00,447
2016-01-13,01,448
2016-01-13,02,449
2016-01-13,03,449
2016-01-13,04,449
2016-01-13,05,449
2016-01-13,06,445
2016-01-13,07,415
2016-01-13,08,337
2016-01-13,09,217
2016-01-13,10,128
2016-01-13,11,125
2016-01-13,12,213
2016-01-13,13,273
2016-01-13,14,271
2016-01-13,15,257
2016-01-13,16,310
2016-01-13,17,336
2016-01-13,18,370
2016-01-13,19,392
2016-01-13,20,399
2016-01-13,21,394
2016-01-13,22,408
2016-01-13,23,433
2016-01-14,00,443
2016-01-14,01,444
2016-01-14,02,445
2016-01-14,03,447
2016-01-14,04,447
2016-01-14,05,447
2016-01-14,06,444
2016-01-14,07,412
2016-01-14,08,344
2016-01-14,09,246
2016-01-14,10,129
2016-01-14,11,132
2016-01-14,12,239
2016-01-14,13,299
2016-01-14,14,287
2016-01-14,15,257
2016-01-14,16,311
2016-01-14,17,349
2016-01-14,18,351
2016-01-14,19,378
2016-01-14,20,390
2016-01-14,21,384
2016-01-14,22,398
2016-01-14,23,430
2016-01-15,00,441
2016-01-15,01,445
2016-01-15,02,447
2016-01-15,03,448
2016-01-15,04,447
2016-01-15,05,447
2016-01-15,06,444
2016-01-15,07,412
2016-01-15,08,347
2016-01-15,09,246
2016-01-15,10,144
2016-01-15,11,113
2016-01-15,12,191
2016-01-15,13,290
2016-01-15,14,307
2016-01-15,15,295
2016-01-15,16,321
2016-01-15,17,341
2016-01-15,18,353
2016-01-15,19,375
2016-01-15,20,362
2016-01-15,21,329
2016-01-15,22,332
2016-01-15,23,383
2016-01-16,00,416
2016-01-16,01,435
2016-01-16,02,445
2016-01-16,03,446
2016-01-16,04,445
2016-01-16,05,444
2016-01-16,06,443
2016-01-16,07,440
2016-01-16,08,427
2016-01-16,09,382
2016-01-16,10,263
2016-01-16,11,161
2016-01-16,12,195
2016-01-16,13,238
2016-01-16,14,189
2016-01-16,15,33
2016-01-16,16,13
2016-01-16,17,120
2016-01-16,18,243
2016-01-16,19,313
2016-01-16,20,313
2016-01-16,21,298
2016-01-16,22,318
2016-01-16,23,358
2016-01-17,00,401
2016-01-17,01,430
2016-01-17,02,441
2016-01-17,03,443
2016-01-17,04,443
2016-01-17,05,442
2016-01-17,06,442
2016-01-17,07,441
2016-01-17,08,440
2016-01-17,09,433
2016-01-17,10,404
2016-01-17,11,354
2016-01-17,12,331
2016-01-17,13,342
2016-01-17,14,312
2016-01-17,15,208
2016-01-17,16,153
2016-01-17,17,209
2016-01-17,18,313
2016-01-17,19,382
2016-01-17,20,415
2016-01-17,21,430
2016-01-17,22,435
2016-01-17,23,439
2016-01-18,00,441
2016-01-18,01,441
2016-01-18,02,441
2016-01-18,03,440
2016-01-18,04,440
2016-01-18,05,439
2016-01-18,06,436
2016-01-18,07,408
2016-01-18,08,327
2016-01-18,09,231
2016-01-18,10,185
2016-01-18,11,201
2016-01-18,12,261
2016-01-18,13,327
2016-01-18,14,324
2016-01-18,15,302
2016-01-18,16,330
2016-01-18,17,353
2016-01-18,18,373
2016-01-18,19,403
2016-01-18,20,427
2016-01-18,21,429
2016-01-18,22,431
2016-01-18,23,436
2016-01-19,00,437
2016-01-19,01,439
2016-01-19,02,439
2016-01-19,03,440
2016-01-19,04,440
2016-01-19,05,439
2016-01-19,06,437
2016-01-19,07,404
2016-01-19,08,339
2016-01-19,09,249
2016-01-19,10,149
2016-01-19,11,131
2016-01-19,12,204
2016-01-19,13,276
2016-01-19,14,287
2016-01-19,15,260
2016-01-19,16,277
2016-01-19,17,321
2016-01-19,18,355
2016-01-19,19,378
2016-01-19,20,403
2016-01-19,21,406
2016-01-19,22,412
2016-01-19,23,424
2016-01-20,00,430
2016-01-20,01,432
2016-01-20,02,432
2016-01-20,03,433
2016-01-20,04,433
2016-01-20,05,433
2016-01-20,06,430
2016-01-20,07,404
2016-01-20,08,317
2016-01-20,09,201
2016-01-20,10,144
2016-01-20,11,129
2016-01-20,12,183
2016-01-20,13,275
2016-01-20,14,261
2016-01-20,15,240
2016-01-20,16,296
2016-01-20,17,332
2016-01-20,18,331
2016-01-20,19,378
2016-01-20,20,406
2016-01-20,21,411
2016-01-20,22,420
2016-01-20,23,424
2016-01-21,00,429
2016-01-21,01,431
2016-01-21,02,431
2016-01-21,03,432
2016-01-21,04,432
2016-01-21,05,432
2016-01-21,06,430
2016-01-21,07,400
2016-01-21,08,326
2016-01-21,09,229
2016-01-21,10,152
2016-01-21,11,144
2016-01-21,12,208
2016-01-21,13,275
2016-01-21,14,284
2016-01-21,15,274
2016-01-21,16,300
2016-01-21,17,320
2016-01-21,18,347
2016-01-21,19,384
2016-01-21,20,412
2016-01-21,21,412
2016-01-21,22,415
2016-01-21,23,420
2016-01-22,00,426
2016-01-22,01,427
2016-01-22,02,428
2016-01-22,03,428
2016-01-22,04,429
2016-01-22,05,429
2016-01-22,06,426
2016-01-22,07,397
2016-01-22,08,336
2016-01-22,09,247
2016-01-22,10,161
2016-01-22,11,145
2016-01-22,12,210
2016-01-22,13,285
2016-01-22,14,292
2016-01-22,15,251
2016-01-22,16,279
2016-01-22,17,319
2016-01-22,18,343
2016-01-22,19,367
2016-01-22,20,316
2016-01-22,21,264
2016-01-22,22,264
2016-01-22,23,336
2016-01-23,00,390
2016-01-23,01,413
2016-01-23,02,436
2016-01-23,03,445
2016-01-23,04,445
2016-01-23,05,445
2016-01-23,06,444
2016-01-23,07,442
2016-01-23,08,429
2016-01-23,09,394
2016-01-23,10,280
2016-01-23,11,197
2016-01-23,12,237
2016-01-23,13,277
2016-01-23,14,261
2016-01-23,15,125
2016-01-23,16,10
2016-01-23,17,64
2016-01-23,18,207
2016-01-23,19,302
2016-01-23,20,283
2016-01-23,21,243
2016-01-23,22,257
2016-01-23,23,315
2016-01-24,00,389
2016-01-24,01,429
2016-01-24,02,434
2016-01-24,03,438
2016-01-24,04,438
2016-01-24,05,439
2016-01-24,06,439
2016-01-24,07,438
2016-01-24,08,435
2016-01-24,09,432
2016-01-24,10,406
2016-01-24,11,370
2016-01-24,12,356
2016-01-24,13,331
2016-01-24,14,269
2016-01-24,15,55
2016-01-24,16,17
2016-01-24,17,98
2016-01-24,18,241
2016-01-24,19,371
2016-01-24,20,405
2016-01-24,21,417
2016-01-24,22,433
2016-01-24,23,442
2016-01-25,00,445
2016-01-25,01,446
2016-01-25,02,446
2016-01-25,03,446
2016-01-25,04,446
2016-01-25,05,446
2016-01-25,06,446
2016-01-25,07,446
2016-01-25,08,446
2016-01-25,09,446
2016-01-25,10,374
2016-01-25,11,213
2016-01-25,12,269
2016-01-25,13,322
2016-01-25,14,318
2016-01-25,15,299
2016-01-25,16,306
2016-01-25,17,334
2016-01-25,18,370
2016-01-25,19,406
2016-01-25,20,427
2016-01-25,21,429
2016-01-25,22,439
2016-01-25,23,441
2016-01-26,00,441
2016-01-26,01,444
2016-01-26,02,444
2016-01-26,03,444
2016-01-26,04,443
2016-01-26,05,442
2016-01-26,06,440
2016-01-26,07,415
2016-01-26,08,346
2016-01-26,09,231
2016-01-26,10,132
2016-01-26,11,130
2016-01-26,12,234
2016-01-26,13,296
2016-01-26,14,285
2016-01-26,15,273
2016-01-26,16,301
2016-01-26,17,333
2016-01-26,18,354
2016-01-26,19,387
2016-01-26,20,414
2016-01-26,21,416
2016-01-26,22,423
2016-01-26,23,429
2016-01-27,00,433
2016-01-27,01,434
2016-01-27,02,436
2016-01-27,03,436
2016-01-27,04,435
2016-01-27,05,435
2016-01-27,06,433
2016-01-27,07,400
2016-01-27,08,329
2016-01-27,09,201
2016-01-27,10,133
2016-01-27,11,134
2016-01-27,12,203
2016-01-27,13,273
2016-01-27,14,270
2016-01-27,15,230
2016-01-27,16,273
2016-01-27,17,320
2016-01-27,18,346
2016-01-27,19,378
2016-01-27,20,416
2016-01-27,21,421
2016-01-27,22,423
2016-01-27,23,430
2016-01-28,00,434
2016-01-28,01,435
2016-01-28,02,436
2016-01-28,03,436
2016-01-28,04,436
2016-01-28,05,435
2016-01-28,06,433
2016-01-28,07,410
2016-01-28,08,337
2016-01-28,09,230
2016-01-28,10,153
2016-01-28,11,139
2016-01-28,12,219
2016-01-28,13,286
2016-01-28,14,278
2016-01-28,15,269
2016-01-28,16,299
2016-01-28,17,337
2016-01-28,18,350
2016-01-28,19,370
2016-01-28,20,397
2016-01-28,21,400
2016-01-28,22,414
2016-01-28,23,422
2016-01-29,00,431
2016-01-29,01,434
2016-01-29,02,435
2016-01-29,03,436
2016-01-29,04,436
2016-01-29,05,435
2016-01-29,06,432
2016-01-29,07,400
2016-01-29,08,316
2016-01-29,09,225
2016-01-29,10,145
2016-01-29,11,147
2016-01-29,12,214
2016-01-29,13,298
2016-01-29,14,296
2016-01-29,15,271
2016-01-29,16,284
2016-01-29,17,332
2016-01-29,18,351
2016-01-29,19,372
2016-01-29,20,379
2016-01-29,21,345
2016-01-29,22,343
2016-01-29,23,377
2016-01-30,00,404
2016-01-30,01,425
2016-01-30,02,431
2016-01-30,03,431
2016-01-30,04,431
2016-01-30,05,431
2016-01-30,06,431
2016-01-30,07,428
2016-01-30,08,412
2016-01-30,09,370
2016-01-30,10,281
2016-01-30,11,185
2016-01-30,12,217
2016-01-30,13,255
2016-01-30,14,238
2016-01-30,15,166
2016-01-30,16,133
2016-01-30,17,169
2016-01-30,18,223
2016-01-30,19,257
2016-01-30,20,170
2016-01-30,21,104
2016-01-30,22,123
2016-01-30,23,196
2016-01-31,00,352
2016-01-31,01,414
2016-01-31,02,429
2016-01-31,03,442
2016-01-31,04,442
2016-01-31,05,442
2016-01-31,06,442
2016-01-31,07,442
2016-01-31,08,438
2016-01-31,09,427
2016-01-31,10,391
2016-01-31,11,348
2016-01-31,12,342
2016-01-31,13,321
2016-01-31,14,276
2016-01-31,15,112
2016-01-31,16,1
2016-01-31,17,91
2016-01-31,18,256
2016-01-31,19,348
2016-01-31,20,400
2016-01-31,21,421
2016-01-31,22,433
2016-01-31,23,439
2016-02-01,00,442
2016-02-01,01,442
2016-02-01,02,445
2016-02-01,03,446
2016-02-01,04,446
2016-02-01,05,446
2016-02-01,06,444
2016-02-01,07,417
2016-02-01,08,344
2016-02-01,09,247
2016-02-01,10,187
2016-02-01,11,206
2016-02-01,12,261
2016-02-01,13,316
2016-02-01,14,307
2016-02-01,15,261
2016-02-01,16,286
2016-02-01,17,346
2016-02-01,18,375
2016-02-01,19,393
2016-02-01,20,429
2016-02-01,21,434
2016-02-01,22,437
2016-02-01,23,440
2016-02-02,00,441
2016-02-02,01,441
2016-02-02,02,442
2016-02-02,03,444
2016-02-02,04,443
2016-02-02,05,444
2016-02-02,06,442
2016-02-02,07,421
2016-02-02,08,343
2016-02-02,09,228
2016-02-02,10,136
2016-02-02,11,150
2016-02-02,12,225
2016-02-02,13,283
2016-02-02,14,272
2016-02-02,15,266
2016-02-02,16,312
2016-02-02,17,330
2016-02-02,18,359
2016-02-02,19,387
2016-02-02,20,415
2016-02-02,21,425
2016-02-02,22,429
2016-02-02,23,436
2016-02-03,00,438
2016-02-03,01,439
2016-02-03,02,440
2016-02-03,03,441
2016-02-03,04,441
2016-02-03,05,440
2016-02-03,06,438
2016-02-03,07,408
2016-02-03,08,346
2016-02-03,09,239
2016-02-03,10,165
2016-02-03,11,157
2016-02-03,12,222
2016-02-03,13,306
2016-02-03,14,289
2016-02-03,15,282
2016-02-03,16,314
2016-02-03,17,334
2016-02-03,18,352
2016-02-03,19,384
2016-02-03,20,416
2016-02-03,21,421
2016-02-03,22,427
2016-02-03,23,435
2016-02-04,00,437
2016-02-04,01,439
2016-02-04,02,439
2016-02-04,03,439
2016-02-04,04,439
2016-02-04,05,438
2016-02-04,06,436
2016-02-04,07,411
2016-02-04,08,344
2016-02-04,09,260
2016-02-04,10,162
2016-02-04,11,142
2016-02-04,12,233
2016-02-04,13,294
2016-02-04,14,300
2016-02-04,15,278
2016-02-04,16,308
2016-02-04,17,330
2016-02-04,18,345
2016-02-04,19,383
2016-02-04,20,398
2016-02-04,21,399
2016-02-04,22,408
2016-02-04,23,423
2016-02-05,00,432
2016-02-05,01,434
2016-02-05,02,434
2016-02-05,03,435
2016-02-05,04,435
2016-02-05,05,435
2016-02-05,06,433
2016-02-05,07,413
2016-02-05,08,346
2016-02-05,09,254
2016-02-05,10,166
2016-02-05,11,165
2016-02-05,12,239
2016-02-05,13,299
2016-02-05,14,308
2016-02-05,15,273
2016-02-05,16,278
2016-02-05,17,318
2016-02-05,18,337
2016-02-05,19,358
2016-02-05,20,362
2016-02-05,21,351
2016-02-05,22,360
2016-02-05,23,381
2016-02-06,00,404
2016-02-06,01,425
2016-02-06,02,430
2016-02-06,03,431
2016-02-06,04,430
2016-02-06,05,430
2016-02-06,06,430
2016-02-06,07,429
2016-02-06,08,416
2016-02-06,09,389
2016-02-06,10,360
2016-02-06,11,325
2016-02-06,12,353
2016-02-06,13,408
2016-02-06,14,414
2016-02-06,15,338
2016-02-06,16,305
2016-02-06,17,338
2016-02-06,18,395
2016-02-06,19,447
2016-02-06,20,431
2016-02-06,21,416
2016-02-06,22,441
2016-02-06,23,463
2016-02-07,00,463
2016-02-07,01,463
2016-02-07,02,463
2016-02-07,03,463
2016-02-07,04,463
2016-02-07,05,463
2016-02-07,06,455
2016-02-07,07,446
2016-02-07,08,444
2016-02-07,09,438
2016-02-07,10,410
2016-02-07,11,403
2016-02-07,12,406
2016-02-07,13,413
2016-02-07,14,400
2016-02-07,15,381
2016-02-07,16,389
2016-02-07,17,399
2016-02-07,18,408
2016-02-07,19,408
2016-02-07,20,424
2016-02-07,21,431
2016-02-07,22,440
2016-02-07,23,446
2016-02-08,00,448
2016-02-08,01,448
2016-02-08,02,448
2016-02-08,03,448
2016-02-08,04,449
2016-02-08,05,448
2016-02-08,06,445
2016-02-08,07,414
2016-02-08,08,337
2016-02-08,09,260
2016-02-08,10,192
2016-02-08,11,208
2016-02-08,12,276
2016-02-08,13,329
2016-02-08,14,319
2016-02-08,15,282
2016-02-08,16,301
2016-02-08,17,332
2016-02-08,18,354
2016-02-08,19,387
2016-02-08,20,420
2016-02-08,21,431
2016-02-08,22,436
2016-02-08,23,439
2016-02-09,00,440
2016-02-09,01,441
2016-02-09,02,443
2016-02-09,03,443
2016-02-09,04,442
2016-02-09,05,441
2016-02-09,06,438
2016-02-09,07,405
2016-02-09,08,319
2016-02-09,09,227
2016-02-09,10,168
2016-02-09,11,171
2016-02-09,12,228
2016-02-09,13,294
2016-02-09,14,292
2016-02-09,15,264
2016-02-09,16,300
2016-02-09,17,346
2016-02-09,18,373
2016-02-09,19,396
2016-02-09,20,421
2016-02-09,21,427
2016-02-09,22,430
2016-02-09,23,438
2016-02-10,00,443
2016-02-10,01,443
2016-02-10,02,444
2016-02-10,03,445
2016-02-10,04,445
2016-02-10,05,444
2016-02-10,06,441
2016-02-10,07,417
2016-02-10,08,355
2016-02-10,09,255
2016-02-10,10,172
2016-02-10,11,134
2016-02-10,12,202
2016-02-10,13,266
2016-02-10,14,263
2016-02-10,15,220
2016-02-10,16,278
2016-02-10,17,332
2016-02-10,18,344
2016-02-10,19,364
2016-02-10,20,400
2016-02-10,21,406
2016-02-10,22,416
2016-02-10,23,431
2016-02-11,00,437
2016-02-11,01,438
2016-02-11,02,438
2016-02-11,03,439
2016-02-11,04,439
2016-02-11,05,438
2016-02-11,06,439
2016-02-11,07,422
2016-02-11,08,356
2016-02-11,09,247
2016-02-11,10,151
2016-02-11,11,149
2016-02-11,12,230
2016-02-11,13,282
2016-02-11,14,279
2016-02-11,15,259
2016-02-11,16,293
2016-02-11,17,333
2016-02-11,18,365
2016-02-11,19,391
2016-02-11,20,407
2016-02-11,21,405
2016-02-11,22,419
2016-02-11,23,433
2016-02-12,00,444
2016-02-12,01,445
2016-02-12,02,446
2016-02-12,03,447
2016-02-12,04,447
2016-02-12,05,447
2016-02-12,06,444
2016-02-12,07,426
2016-02-12,08,358
2016-02-12,09,268
2016-02-12,10,210
2016-02-12,11,205
2016-02-12,12,252
2016-02-12,13,318
2016-02-12,14,324
2016-02-12,15,305
2016-02-12,16,321
2016-02-12,17,363
2016-02-12,18,380
2016-02-12,19,414
2016-02-12,20,414
2016-02-12,21,398
2016-02-12,22,402
2016-02-12,23,420
2016-02-13,00,437
2016-02-13,01,451
2016-02-13,02,456
2016-02-13,03,457
2016-02-13,04,457
2016-02-13,05,456
2016-02-13,06,455
2016-02-13,07,453
2016-02-13,08,444
2016-02-13,09,402
2016-02-13,10,291
2016-02-13,11,168
2016-02-13,12,216
2016-02-13,13,254
